ground_truth,alt_best,alt_middle,alt_worst,score_best,score_middle,score_worst
"So again, I inhaled whenever I was going to cough.","Whenever I prepare myself to cough, I inhale with anxiety, but I am alright.  ","Whenever I try to get ready to cough, I take a deep breath with trepidation, but I'm fine.  ","Every time I try to be ready for a cough, I take a breath with worry, yet I am fine.  ",0.49984884,0.44445255,0.3793182
"So the presumption that deaf people cannot talk comes from a hearing orientation, based on the maority (hearing) culture.","I envisioned myself unable to talk, which led me to believe that the culture is oriented more toward auditory and visual communication.  ","The way I interpreted it was, I assumed I couldn't speak which resulted in this setup emphasizing visual and auditory culture.  ","I misunderstood and couldn't imagine verbal speech, so now the setup here is primarily focused on audio and visual culture.  ",0.2885072,0.22050762,0.094543934
She realized how the proctor had interpretated her humming...,"So, you realized your interpretation was about the voice humming?  ",Did you understand your interpretation of the voice was humming?  ,"Oh, did you see that your voice interpretation was just ""what"" humming?  ",0.3295612,0.2627041,0.1732323
"It was during wintertime, so I had difficulty with coughing while the teacher was explaining something.",The teachers were explaining things to me during the period when I had a cold and cough.  ,The teacher explained directly to me while I was coughing and had a cold.  ,"During that period, the teacher explained to me while I was sick with a cold and cough.  ",0.48326823,0.4554094,0.39573988
"The range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""","They express understanding, but it's not intelligible.  ",I understand that they mean they can understand but it's not clear what they mean.  ,"They agree they understand, yet it lacks clarity.  ",0.26926303,0.15892465,0.1147847
She didn't realize that her voice actually sent a message that was misunderstood.,I see that their voice isn't meant to cause misunderstanding.  ,I understand it's not meant for their voice to send misunderstanding.  ,I see it's not the reason their voice means to send confusion.  ,0.4699756,0.38291302,0.31518117
I tried not to cough because I thought that coughs would cause a bit of disruption in the class.,"I'm not coughing, yet I have a feeling that things went poorly in class, so I try my best to calm and boost my spirits.  ","I didn't cough but I feel like I messed up in class, so I try my best to reassure myself and reduce my trepidation.  ","I’m not having a cough, but class feels messed up to me, so I try my best to reassure myself and feel less anxious.  ",0.38954225,0.3187852,0.30253902
That`s wonderful.,"Oh, I see. That's wonderful!  ","I understand, that's great!  ","I get it, wonderful!  ",0.49183878,0.37835512,0.24104717
It wasn't until later that I realized that the concept of deaf speech was really important.,It wasn't until later that I saw how crucial the deaf speech group was.  ,I only figured out much later why the deaf speech group matters so much.  ,I understood much later the important reason for the deaf speech group.  ,0.76167357,0.5767898,0.50610054
"Oh I see, what's inside that category, which has a wide range?","Oh, I see there's a range, what does it cover?","I see, what's the range about?","I get it, what's included in this range?",0.5864184,0.5186593,0.39410543
All three of these are characteristics of deaf speech.  All of them are characteristics that hearing people find annoying.,"The third individual in the line-up is deaf, speech impaired; yes, I see, similar to the group there; of course, they are with the people there, sick of inconveniences.","In the list, the third person is deaf, speechless, I realize they are almost part of the group from that side, of course, that group there, and they find themselves annoyed.  ","Third in the sequence, a deaf character, lacks speech, I see, nearly aligns with the group over there, with them, finding out irritation.  ",0.16867687,0.11930058,0.07411422
